wavelength_um,reflectance,emissivity
3.244723178,0.4554515272,0.5445484728
3.248286504,0.4553394642,0.5446605358
3.251849831,0.4552018587,0.5447981413
3.255413157,0.4550388988,0.5449611012
3.258976484,0.4548507701,0.5451492299
3.26253981,0.4546376555,0.5453623445
3.266103137,0.454399736,0.545600264
3.269666463,0.4541371897,0.5458628103
3.27322979,0.4538501927,0.5461498073
3.276793116,0.453538919,0.546461081
3.280356443,0.4532035403,0.5467964597
3.283919769,0.452844226,0.547155774
3.287483096,0.4524611438,0.5475388562
3.291046422,0.4520544593,0.5479455407
3.294609749,0.4516243361,0.5483756639
3.298173075,0.4511709361,0.5488290639
3.301736402,0.4506944193,0.5493055807
3.305299728,0.4501949441,0.5498050559
3.308863055,0.4496726672,0.5503273328
3.312426381,0.4491277436,0.5508722564
3.315989708,0.4485603271,0.5514396729
3.319553034,0.4479705697,0.5520294303
3.323116361,0.4473586222,0.5526413778
3.326679687,0.446724634,0.553275366
3.330243014,0.4460687533,0.5539312467
3.33380634,0.4453911271,0.5546088729
3.337369667,0.4446919014,0.5553080986
3.340932993,0.443971221,0.556028779
3.34449632,0.4432292296,0.5567707704
3.348059646,0.4424660703,0.5575339297
3.351622973,0.4416818852,0.5583181148
3.355186299,0.4408768155,0.5591231845
3.358749626,0.4400510018,0.5599489982
3.362312952,0.4392045842,0.5607954158
3.365876278,0.438337702,0.561662298
3.369439605,0.437450494,0.562549506
3.373002931,0.4365430987,0.5634569013
3.376566258,0.4356156541,0.5643843459
3.380129584,0.434668298,0.565331702
3.383692911,0.4337011678,0.5662988322
3.387256237,0.4327144009,0.5672855991
3.390819564,0.4317081345,0.5682918655
3.39438289,0.4306825059,0.5693174941
3.397946217,0.4296376521,0.5703623479
3.401509543,0.4285737105,0.5714262895
3.40507287,0.4274908185,0.5725091815
3.408636196,0.426389114,0.573610886
3.412199523,0.4252687347,0.5747312653
3.415762849,0.4241298192,0.5758701808
3.419326176,0.4229725062,0.5770274938
3.422889502,0.421796935,0.578203065
3.426452829,0.4206032453,0.5793967547
3.430016155,0.4193915777,0.5806084223
3.433579482,0.4181620733,0.5818379267
3.437142808,0.4169148741,0.5830851259
3.440706135,0.4156501227,0.5843498773
3.444269461,0.4143679628,0.5856320372
3.447832788,0.4130685389,0.5869314611
3.451396114,0.4117519966,0.5882480034
3.454959441,0.4104184826,0.5895815174
3.458522767,0.4090681447,0.5909318553
3.462086094,0.4077011318,0.5922988682
3.46564942,0.4063175943,0.5936824057
3.469212747,0.4049176838,0.5950823162
3.472776073,0.4035015531,0.5964984469
3.4763394,0.4020693569,0.5979306431
3.479902726,0.4006212509,0.5993787491
3.483466053,0.3991573928,0.6008426072
3.487029379,0.3976779417,0.6023220583
3.490592706,0.3961830584,0.6038169416
3.494156032,0.3946729056,0.6053270944
3.497719359,0.3931476475,0.6068523525
3.501282685,0.3916074506,0.6083925494
3.504846012,0.3900524829,0.6099475171
3.508409338,0.3884829146,0.6115170854
3.511972664,0.386898918,0.613101082
3.515535991,0.3853006673,0.6146993327
3.519099317,0.3836883388,0.6163116612
3.522662644,0.3820621113,0.6179378887
3.52622597,0.3804221655,0.6195778345
3.529789297,0.3787686845,0.6212313155
3.533352623,0.377101854,0.622898146
3.53691595,0.3754218617,0.6245781383
3.540479276,0.3737288979,0.6262711021
3.544042603,0.3720231554,0.6279768446
3.547605929,0.3703048296,0.6296951704
3.551169256,0.3685741184,0.6314258816
3.554732582,0.3668312222,0.6331687778
3.558295909,0.3650763443,0.6349236557
3.561859235,0.3633096905,0.6366903095
3.565422562,0.3615314695,0.6384685305
3.568985888,0.3597418926,0.6402581074
3.572549215,0.357941174,0.642058826
3.576112541,0.3561295308,0.6438704692
3.579675868,0.3543071829,0.6456928171
3.583239194,0.3524743532,0.6475256468
3.586802521,0.3506312674,0.6493687326
3.590365847,0.3487781543,0.6512218457
3.593929174,0.3469152457,0.6530847543
3.5974925,0.3450427763,0.6549572237
3.601055827,0.343160984,0.656839016
3.604619153,0.3412701096,0.6587298904
3.60818248,0.3393703971,0.6606296029
3.611745806,0.3374620936,0.6625379064
3.615309133,0.3355454493,0.6644545507
3.618872459,0.3336207175,0.6663792825
3.622435786,0.3316881547,0.6683118453
3.625999112,0.3297480205,0.6702519795
3.629562439,0.3278005776,0.6721994224
3.633125765,0.325846092,0.674153908
3.636689092,0.3238848329,0.6761151671
3.640252418,0.3219170724,0.6780829276
3.643815745,0.3199430861,0.6800569139
3.647379071,0.3179631524,0.6820368476
3.650942397,0.3159775531,0.6840224469
3.654505724,0.3139865731,0.6860134269
3.65806905,0.3119905004,0.6880094996
3.661632377,0.3099896261,0.6900103739
3.665195703,0.3079842444,0.6920157556
3.66875903,0.3059746525,0.6940253475
3.672322356,0.3039611508,0.6960388492
3.675885683,0.3019440426,0.6980559574
3.679449009,0.2999236343,0.7000763657
3.683012336,0.2979002351,0.7020997649
3.686575662,0.2958741573,0.7041258427
3.690138989,0.2938457159,0.7061542841
3.693702315,0.291815229,0.708184771
3.697265642,0.2897830173,0.7102169827
3.700828968,0.2877494043,0.7122505957
3.704392295,0.2857147162,0.7142852838
3.707955621,0.2836792819,0.7163207181
3.711518948,0.281643433,0.718356567
3.715082274,0.2796075034,0.7203924966
3.718645601,0.2775718296,0.7224281704
3.722208927,0.2755367506,0.7244632494
3.725772254,0.2735026077,0.7264973923
3.72933558,0.2714697443,0.7285302557
3.732898907,0.2694385062,0.7305614938
3.736462233,0.2674092414,0.7325907586
3.74002556,0.2653822997,0.7346177003
3.743588886,0.263358033,0.736641967
3.747152213,0.2613367951,0.7386632049
3.750715539,0.2593189415,0.7406810585
3.754278866,0.2573048295,0.7426951705
3.757842192,0.2552948179,0.7447051821
3.761405519,0.2532892671,0.7467107329
3.764968845,0.2512885388,0.7487114612
3.768532172,0.2492929961,0.7507070039
3.772095498,0.2473030032,0.7526969968
3.775658825,0.2453189254,0.7546810746
3.779222151,0.2433411291,0.7566588709
3.782785478,0.2413699813,0.7586300187
3.786348804,0.2394058499,0.7605941501
3.78991213,0.2374491036,0.7625508964
3.793475457,0.2355001112,0.7644998888
3.797038783,0.2335592421,0.7664407579
3.80060211,0.231626866,0.768373134
3.804165436,0.2297033525,0.7702966475
3.807728763,0.2277890714,0.7722109286
3.811292089,0.2258843923,0.7741156077
3.814855416,0.2239896844,0.7760103156
3.818418742,0.2221053165,0.7778946835
3.821982069,0.220231657,0.779768343
3.825545395,0.2183690735,0.7816309265
3.829108722,0.2165179325,0.7834820675
3.832672048,0.2146786,0.7853214
3.836235375,0.2128514405,0.7871485595
3.839798701,0.2110368172,0.7889631828
3.843362028,0.2092350921,0.7907649079
3.846925354,0.2074466255,0.7925533745
3.850488681,0.2056717758,0.7943282242
3.854052007,0.2039108999,0.7960891001
3.857615334,0.2021643523,0.7978356477
3.86117866,0.2004324854,0.7995675146
3.864741987,0.1987156493,0.8012843507
3.868305313,0.1970141917,0.8029858083
3.87186864,0.1953284575,0.8046715425
3.875431966,0.1936587889,0.8063412111
3.878995293,0.1920055249,0.8079944751
3.882558619,0.1903690017,0.8096309983
3.886121946,0.1887495522,0.8112504478
3.889685272,0.1871475056,0.8128524944
3.893248599,0.1855631879,0.8144368121
3.896811925,0.183996921,0.816003079
3.900375252,0.1824490234,0.8175509766
3.903938578,0.1809198092,0.8190801908
3.907501905,0.1794095884,0.8205904116
3.911065231,0.1779186668,0.8220813332
3.914628558,0.1764473457,0.8235526543
3.918191884,0.1749959219,0.8250040781
3.921755211,0.1735646872,0.8264353128
3.925318537,0.1721539287,0.8278460713
3.928881864,0.1707639286,0.8292360714
3.93244519,0.1693949637,0.8306050363
3.936008516,0.1680473058,0.8319526942
3.939571843,0.1667212209,0.8332787791
3.943135169,0.1654169699,0.8345830301
3.946698496,0.1641348078,0.8358651922
3.950261822,0.1628749838,0.8371250162
3.953825149,0.1616377414,0.8383622586
3.957388475,0.1604233178,0.8395766822
3.960951802,0.1592319443,0.8407680557
3.964515128,0.1580638459,0.8419361541
3.968078455,0.1569192413,0.8430807587
3.971641781,0.1557983426,0.8442016574
3.975205108,0.1547013557,0.8452986443
3.978768434,0.1536284795,0.8463715205
3.982331761,0.1525799064,0.8474200936
3.985895087,0.151555822,0.848444178
3.989458414,0.1505564049,0.8494435951
3.99302174,0.149581827,0.850418173
3.996585067,0.1486322528,0.8513677472
4.000148393,0.14770784,0.85229216
4.00371172,0.146808739,0.853191261
4.007275046,0.145935093,0.854064907
4.010838373,0.1450870381,0.8549129619
4.014401699,0.1442647028,0.8557352972
4.017965026,0.1434682083,0.8565317917
4.021528352,0.1426976687,0.8573023313
4.025091679,0.1419531902,0.8580468098
4.028655005,0.1412348719,0.8587651281
4.032218332,0.1405428051,0.8594571949
4.035781658,0.1398770739,0.8601229261
4.039344985,0.1392377545,0.8607622455
4.042908311,0.138624916,0.861375084
4.046471638,0.1380386195,0.8619613805
4.050034964,0.1374789189,0.8625210811
4.053598291,0.1369458604,0.8630541396
4.057161617,0.1364394825,0.8635605175
4.060724944,0.1359598164,0.8640401836
4.06428827,0.1355068858,0.8644931142
4.067851597,0.1350807068,0.8649192932
4.071414923,0.134681288,0.865318712
4.074978249,0.1343086307,0.8656913693
4.078541576,0.1339627288,0.8660372712
4.082104902,0.1336435686,0.8663564314
4.085668229,0.1333511294,0.8666488706
4.089231555,0.1330853832,0.8669146168
4.092794882,0.1328462945,0.8671537055
4.096358208,0.132633821,0.867366179
4.099921535,0.1324479132,0.8675520868
4.103484861,0.1322885145,0.8677114855
4.107048188,0.1321555613,0.8678444387
4.110611514,0.1320489834,0.8679510166
4.114174841,0.1319687035,0.8680312965
4.117738167,0.1319146378,0.8680853622
4.121301494,0.1318866957,0.8681133043
4.12486482,0.1318847802,0.8681152198
4.128428147,0.1319087876,0.8680912124
4.131991473,0.1319586082,0.8680413918
4.1355548,0.1320341258,0.8679658742
4.139118126,0.132135218,0.867864782
4.142681453,0.1322617565,0.8677382435
4.146244779,0.1324136071,0.8675863929
4.149808106,0.1325906294,0.8674093706
4.153371432,0.1327926777,0.8672073223
4.156934759,0.1330196004,0.8669803996
4.160498085,0.1332712406,0.8667287594
4.164061412,0.1335474358,0.8664525642
4.167624738,0.1338480184,0.8661519816
4.171188065,0.1341728157,0.8658271843
4.174751391,0.1345216498,0.8654783502
4.178314718,0.1348943381,0.8651056619
4.181878044,0.135290693,0.864709307
4.185441371,0.1357105227,0.8642894773
4.189004697,0.1361536304,0.8638463696
4.192568024,0.1366198152,0.8633801848
4.19613135,0.137108872,0.862891128
4.199694677,0.1376205914,0.8623794086
4.203258003,0.1381547602,0.8618452398
4.20682133,0.1387111612,0.8612888388
4.210384656,0.1392895737,0.8607104263
4.213947982,0.1398897733,0.8601102267
4.217511309,0.1405115321,0.8594884679
4.221074635,0.1411546189,0.8588453811
4.224637962,0.1418187996,0.8581812004
4.228201288,0.1425038368,0.8574961632
4.231764615,0.1432094903,0.8567905097
4.235327941,0.1439355171,0.8560644829
4.238891268,0.1446816715,0.8553183285
4.242454594,0.1454477055,0.8545522945
4.246017921,0.1462333687,0.8537666313
4.249581247,0.1470384082,0.8529615918
4.253144574,0.1478625693,0.8521374307
4.2567079,0.1487055953,0.8512944047
4.260271227,0.1495672275,0.8504327725
4.263834553,0.1504472056,0.8495527944
4.26739788,0.1513452678,0.8486547322
4.270961206,0.1522611506,0.8477388494
4.274524533,0.1531945893,0.8468054107
4.278087859,0.1541453181,0.8458546819
4.281651186,0.1551130699,0.8448869301
4.285214512,0.1560975768,0.8439024232
4.288777839,0.1570985699,0.8429014301
4.292341165,0.1581157797,0.8418842203
4.295904492,0.159148936,0.840851064
4.299467818,0.1601977682,0.8398022318
4.303031145,0.1612620051,0.8387379949
4.306594471,0.1623413753,0.8376586247
4.310157798,0.1634356074,0.8365643926
4.313721124,0.1645444297,0.8354555703
4.317284451,0.1656675705,0.8343324295
4.320847777,0.1668047586,0.8331952414
4.324411104,0.1679557225,0.8320442775
4.32797443,0.1691201914,0.8308798086
4.331537757,0.1702978948,0.8297021052
4.335101083,0.1714885628,0.8285114372
4.33866441,0.1726919261,0.8273080739
4.342227736,0.1739077158,0.8260922842
4.345791063,0.1751356642,0.8248643358
4.349354389,0.1763755042,0.8236244958
4.352917716,0.1776269699,0.8223730301
4.356481042,0.178889796,0.821110204
4.360044368,0.1801637188,0.8198362812
4.363607695,0.1814484755,0.8185515245
4.367171021,0.1827438045,0.8172561955
4.370734348,0.1840494457,0.8159505543
4.374297674,0.1853651403,0.8146348597
4.377861001,0.186690631,0.813309369
4.381424327,0.1880256621,0.8119743379
4.384987654,0.1893699792,0.8106300208
4.38855098,0.1907233299,0.8092766701
4.392114307,0.1920854634,0.8079145366
4.395677633,0.1934561304,0.8065438696
4.39924096,0.1948350837,0.8051649163
4.402804286,0.1962220779,0.8037779221
4.406367613,0.1976168695,0.8023831305
4.409930939,0.1990192169,0.8009807831
4.413494266,0.2004288807,0.7995711193
4.417057592,0.2018456232,0.7981543768
4.420620919,0.2032692091,0.7967307909
4.424184245,0.2046994052,0.7953005948
4.427747572,0.2061359802,0.7938640198
4.431310898,0.2075787053,0.7924212947
4.434874225,0.2090273538,0.7909726462
4.438437551,0.2104817012,0.7895182988
4.442000878,0.2119415255,0.7880584745
4.445564204,0.2134066067,0.7865933933
4.449127531,0.2148767275,0.7851232725
4.452690857,0.2163516727,0.7836483273
4.456254184,0.2178312296,0.7821687704
4.45981751,0.219315188,0.780684812
4.463380837,0.2208033399,0.7791966601
4.466944163,0.2222954798,0.7777045202
4.47050749,0.223791405,0.776208595
4.474070816,0.2252909148,0.7747090852
4.477634143,0.2267938112,0.7732061888
4.481197469,0.2282998989,0.7717001011
4.484760796,0.2298089847,0.7701910153
4.488324122,0.2313208782,0.7686791218
4.491887449,0.2328353914,0.7671646086
4.495450775,0.2343523391,0.7656476609
4.499014101,0.2358715381,0.7641284619
4.502577428,0.2373928083,0.7626071917
4.506140754,0.2389159718,0.7610840282
4.509704081,0.2404408534,0.7595591466
4.513267407,0.2419672802,0.7580327198
4.516830734,0.2434950822,0.7565049178
4.52039406,0.2450240917,0.7549759083
4.523957387,0.2465541434,0.7534458566
4.527520713,0.248085075,0.751914925
4.53108404,0.2496167261,0.7503832739
4.534647366,0.2511489393,0.7488510607
4.538210693,0.2526815595,0.7473184405
4.541774019,0.2542144342,0.7457855658
4.545337346,0.2557474132,0.7442525868
4.548900672,0.2572803489,0.7427196511
4.552463999,0.2588130961,0.7411869039
4.556027325,0.2603455123,0.7396544877
4.559590652,0.261877457,0.738122543
4.563153978,0.2634087926,0.7365912074
4.566717305,0.2649393834,0.7350606166
4.570280631,0.2664690967,0.7335309033
4.573843958,0.2679978016,0.7320021984
4.577407284,0.2695253699,0.7304746301
4.580970611,0.2710516756,0.7289483244
4.584533937,0.2725765953,0.7274234047
4.588097264,0.2741000076,0.7258999924
4.59166059,0.2756217934,0.7243782066
4.595223917,0.2771418362,0.7228581638
4.598787243,0.2786600214,0.7213399786
4.60235057,0.2801762368,0.7198237632
4.605913896,0.2816903725,0.7183096275
4.609477223,0.2832023207,0.7167976793
4.613040549,0.2847119756,0.7152880244
4.616603876,0.286219234,0.713780766
4.620167202,0.2877239944,0.7122760056
4.623730529,0.2892261577,0.7107738423
4.627293855,0.2907256267,0.7092743733
4.630857182,0.2922223065,0.7077776935
4.634420508,0.293716104,0.706283896
4.637983834,0.2952069282,0.7047930718
4.641547161,0.2966946903,0.7033053097
4.645110487,0.2981793033,0.7018206967
4.648673814,0.2996606822,0.7003393178
4.65223714,0.3011387438,0.6988612562
4.655800467,0.302613407,0.697386593
4.659363793,0.3040845927,0.6959154073
4.66292712,0.3055522233,0.6944477767
4.666490446,0.3070162234,0.6929837766
4.670053773,0.3084765192,0.6915234808
4.673617099,0.3099330388,0.6900669612
4.677180426,0.311385712,0.688614288
4.680743752,0.3128344704,0.6871655296
4.684307079,0.3142792475,0.6857207525
4.687870405,0.3157199781,0.6842800219
4.691433732,0.3171565991,0.6828434009
4.694997058,0.3185890488,0.6814109512
4.698560385,0.3200172673,0.6799827327
4.702123711,0.3214411961,0.6785588039
4.705687038,0.3228607785,0.6771392215
4.709250364,0.3242759592,0.6757240408
4.712813691,0.3256866846,0.6743133154
4.716377017,0.3270929026,0.6729070974
4.719940344,0.3284945625,0.6715054375
4.72350367,0.3298916151,0.6701083849
4.727066997,0.3312840127,0.6687159873
4.730630323,0.332671709,0.667328291
4.73419365,0.3340546591,0.6659453409
4.737756976,0.3354328195,0.6645671805
4.741320303,0.3368061481,0.6631938519
4.744883629,0.3381746041,0.6618253959
4.748446956,0.3395381481,0.6604618519
4.752010282,0.3408967418,0.6591032582
4.755573609,0.3422503484,0.6577496516
4.759136935,0.3435989322,0.6564010678
4.762700262,0.3449424589,0.6550575411
4.766263588,0.3462808952,0.6537191048
4.769826915,0.3476142092,0.6523857908
4.773390241,0.34894237,0.65105763
4.776953568,0.3502653481,0.6497346519
4.780516894,0.3515831147,0.6484168853
4.78408022,0.3528956426,0.6471043574
4.787643547,0.3542029055,0.6457970945
4.791206873,0.355504878,0.644495122
4.7947702,0.3568015359,0.6431984641
4.798333526,0.3580928562,0.6419071438
4.801896853,0.3593788167,0.6406211833
4.805460179,0.3606593962,0.6393406038
4.809023506,0.3619345746,0.6380654254
4.812586832,0.3632043326,0.6367956674
4.816150159,0.364468652,0.635531348
4.819713485,0.3657275156,0.6342724844
4.823276812,0.3669809067,0.6330190933
4.826840138,0.36822881,0.63177119
4.830403465,0.3694712107,0.6305287893
4.833966791,0.370708095,0.629291905
4.837530118,0.37193945,0.62806055
4.841093444,0.3731652636,0.6268347364
4.844656771,0.3743855243,0.6256144757
4.848220097,0.3756002216,0.6243997784
4.851783424,0.3768093458,0.6231906542
4.85534675,0.3780128878,0.6219871122
4.858910077,0.3792108394,0.6207891606
4.862473403,0.380403193,0.619596807
4.86603673,0.3815899417,0.6184100583
4.869600056,0.3827710794,0.6172289206
4.873163383,0.3839466008,0.6160533992
4.876726709,0.3851165009,0.6148834991
4.880290036,0.3862807756,0.6137192244
4.883853362,0.3874394214,0.6125605786
4.887416689,0.3885924356,0.6114075644
4.890980015,0.3897398157,0.6102601843
4.894543342,0.3908815602,0.6091184398
4.898106668,0.3920176679,0.6079823321
4.901669995,0.3931481384,0.6068518616
4.905233321,0.3942729718,0.6057270282
4.908796648,0.3953921685,0.6046078315
4.912359974,0.3965057298,0.6034942702
4.915923301,0.3976136573,0.6023863427
4.919486627,0.3987159532,0.6012840468
4.923049953,0.3998126202,0.6001873798
4.92661328,0.4009036613,0.5990963387
4.930176606,0.4019890803,0.5980109197
4.933739933,0.4030688812,0.5969311188
4.937303259,0.4041430685,0.5958569315
4.940866586,0.4052116473,0.5947883527
4.944429912,0.4062746229,0.5937253771
4.947993239,0.4073320012,0.5926679988
4.951556565,0.4083837884,0.5916162116
4.955119892,0.4094299912,0.5905700088
4.958683218,0.4104706166,0.5895293834
4.962246545,0.4115056721,0.5884943279
4.965809871,0.4125351653,0.5874648347
4.969373198,0.4135591044,0.5864408956
4.972936524,0.414577498,0.585422502
4.976499851,0.4155903548,0.5844096452
4.980063177,0.4165976841,0.5834023159
4.983626504,0.4175994952,0.5824005048
4.98718983,0.4185957981,0.5814042019
4.990753157,0.4195866028,0.5804133972
4.994316483,0.4205719197,0.5794280803
4.99787981,0.4215517595,0.5784482405
5.001443136,0.4225261333,0.5774738667
5.005006463,0.4234950522,0.5765049478
5.008569789,0.4244585277,0.5755414723
5.012133116,0.4254165717,0.5745834283
5.015696442,0.4263691962,0.5736308038
5.019259769,0.4273164133,0.5726835867
5.022823095,0.4282582358,0.5717417642
5.026386422,0.4291946761,0.5708053239
