output_power_w,rms_current_a,lifetime_energy_kwh,active_source_lower_bound_kg,bol_thermal_w,eol_thermal_w,bol_rejected_heat_w,eol_rejected_heat_w,bol_radiator_area_m2,eol_radiator_area_m2
1,0.004545454545454545,876.6,0.013568442367730176,7.7340121496062,3.5087719298245617,6.7340121496062,2.5087719298245617,0.010118791744873065,0.003769779461232867
10,0.045454545454545456,8766.0,0.13568442367730177,77.340121496062,35.08771929824562,67.340121496062,25.087719298245617,0.10118791744873064,0.037697794612328674
100,0.45454545454545453,87660.0,1.3568442367730176,773.40121496062,350.87719298245617,673.40121496062,250.87719298245617,1.0118791744873066,0.3769779461232867
1000,4.545454545454546,876600.0,13.568442367730176,7734.0121496062,3508.7719298245615,6734.0121496062,2508.7719298245615,10.118791744873064,3.7697794612328672
